Break1_chr	Break1_loc	Break_direction	Break2_chr	Break2_loc	MapQ	Read_ID	Classification
NC_000076.7	117584449	><	NC_000076.7	117583704	60	ERR2680377.445412	Pass
NC_000080.7	124796587	<<	NC_000080.7	124373701	60	ERR2680377.445496	Pass
NC_000071.7	144132474	><	NC_000071.7	144132646	60	ERR2680377.445539	Foldback
NC_000068.8	181153752	<<	NC_000068.8	181154610	60	ERR2680377.445574	Pass
NC_000070.7	138184326	<<	NC_000079.7	19542145	60	ERR2680377.445804	Chimeric
NC_000071.7	122547189	>>	NC_000071.7	122546164	48	ERR2680377.445823	Pass
NC_000070.7	106519643	<>	NC_000070.7	106524907	60	ERR2680377.445841	Pass
NC_000070.7	76317128	>>	NC_000070.7	76315961	60	ERR2680377.445881	Pass
NC_000077.7	53494583	<>	NC_000077.7	53485105	60	ERR2680377.445904	Pass
NC_000082.7	6798869	<>	NC_000082.7	6799125	60	ERR2680377.445915	Pass
NC_000069.7	115505974	><	NC_000069.7	115505821	19	ERR2680377.446193	Foldback
NC_000077.7	104249465	<>	NC_000069.7	63926539	45	ERR2680377.446377	Chimeric
NC_000081.7	81589889	><	NC_000081.7	81588768	60	ERR2680377.446430	Pass
NC_000072.7	106624759	<<	NC_000074.7	55278361	60	ERR2680377.446438	Chimeric
NC_000079.7	36162424	><	NC_000079.7	36162430	18	ERR2680377.446563	Foldback
NC_000086.8	135737916	<>	NC_000086.8	135738803	60	ERR2680377.446608	Pass
NC_000083.7	90914205	>>	NC_000076.7	122780988	60	ERR2680377.446673	Chimeric
NC_000083.7	46844516	>>	NC_000075.7	69190338	46	ERR2680377.446827	Chimeric
NC_000068.8	73648103	>>	NC_000068.8	136623891	60	ERR2680377.446923	Chimeric
NC_000078.7	11376212	><	NC_000067.7	72284891	60	ERR2680377.446964	Chimeric
NC_000082.7	17339306	<>	NC_000082.7	17339346	60	ERR2680377.447078	Foldback
NC_000080.7	124913921	<<	NC_000080.7	124373705	60	ERR2680377.447203	Pass
NC_000071.7	143492005	>>	NC_000079.7	4241208	60	ERR2680377.447255	Chimeric
NC_000080.7	119811717	><	NC_000074.7	73520133	60	ERR2680377.447333	Chimeric
NC_000084.7	36801903	><	NC_000084.7	36800954	60	ERR2680377.447391	Pass
NC_000077.7	51885367	>>	NC_000077.7	51883497	60	ERR2680377.447439	Pass
NC_000078.7	102536080	>>	NC_000067.7	152991990	60	ERR2680377.447513	Chimeric
NC_000068.8	157109016	><	NC_000068.8	158607337	60	ERR2680377.447522	Chimeric
NC_000070.7	135141968	><	NC_000070.7	135141599	35	ERR2680377.447751	Pass
NC_000067.7	52518398	<<	NC_000067.7	52529914	60	ERR2680377.447824	Pass
NC_000075.7	53278429	<>	NC_000075.7	53283573	60	ERR2680377.448248	Pass
NC_000068.8	25356720	<>	NC_000068.8	25356725	60	ERR2680377.448343	Foldback
NC_000080.7	124913921	<<	NC_000080.7	124373701	60	ERR2680377.448482	Pass
NC_000074.7	124699261	<<	NC_000074.7	124702163	60	ERR2680377.448664	Pass
NC_000073.7	109626276	<>	NC_000073.7	109660043	60	ERR2680377.448839	Pass
NC_000079.7	98982738	<<	NC_000079.7	98984559	60	ERR2680377.448905	Pass
NC_000070.7	154950250	<>	NC_000070.7	154950292	60	ERR2680377.449021	Foldback
NC_000068.8	144441939	<>	NC_000068.8	144441939	60	ERR2680377.449066	Foldback
NC_000082.7	38011887	<<	NC_000082.7	38065168	60	ERR2680377.449079	Pass
NC_000067.7	155151852	>>	NC_000073.7	78127219	60	ERR2680377.449138	Chimeric
NC_000075.7	42974835	<>	NC_000086.8	100366233	60	ERR2680377.449433	Chimeric
NC_000077.7	102084374	<>	NC_000077.7	102084403	60	ERR2680377.449563	Foldback
NC_000075.7	66930725	><	NC_000075.7	66930436	22	ERR2680377.449723	Pass
NC_000081.7	83010172	<<	NC_000076.7	72510796	60	ERR2680377.449757	Chimeric
NC_000071.7	24644812	<>	NC_000071.7	24645399	60	ERR2680377.449773	Pass
NC_000069.7	107846633	>>	NC_000069.7	105941981	36	ERR2680377.449797	Chimeric
NC_000077.7	93099561	><	NC_000074.7	16648842	60	ERR2680377.449880	Chimeric
NC_000077.7	46885940	><	NC_000080.7	30442254	60	ERR2680377.449968	Chimeric
NC_000068.8	156232213	><	NC_000068.8	156231497	31	ERR2680377.450014	Pass
NC_000084.7	45690598	>>	NC_005089.1	1455	53	ERR2680377.450117	Chimeric
NC_000083.7	32480369	><	NC_000068.8	154918956	57	ERR2680377.450151	Chimeric
NC_000086.8	42499567	<<	NC_000086.8	42256696	60	ERR2680377.450188	Pass
NC_000073.7	98253977	>>	NC_000085.7	5852145	60	ERR2680377.450266	Chimeric
NC_000081.7	81796181	<>	NC_000081.7	81796502	15	ERR2680377.450347	Pass
NC_000070.7	35721898	<<	NC_000070.7	35722346	60	ERR2680377.450585	Pass
NC_000082.7	41353895	>>	NC_000082.7	41709275	60	ERR2680377.450594	Pass
NC_000068.8	136623514	<>	NC_000068.8	22583500	60	ERR2680377.450770	Chimeric
NC_000068.8	149748682	><	NC_000075.7	86656313	60	ERR2680377.450773	Chimeric
NC_000083.7	37357011	<>	NC_000083.7	37359844	60	ERR2680377.450850	Pass
NC_000077.7	86632081	<<	NC_000077.7	86637294	60	ERR2680377.450929	Pass
NC_000077.7	86636713	<>	NC_000077.7	86637020	60	ERR2680377.450929	Pass
NC_000078.7	72843551	<>	NC_000078.7	72845687	60	ERR2680377.451001	Pass
NC_000082.7	16996047	<<	NC_000082.7	17174085	54	ERR2680377.451135	Pass
NC_000072.7	96500292	<<	NC_000072.7	96092732	60	ERR2680377.451265	Pass
NC_000077.7	101863402	><	NC_000077.7	101863481	32	ERR2680377.451275	Foldback
NC_000073.7	79181761	<>	NC_000073.7	79182061	60	ERR2680377.451290	Pass
NC_000068.8	41720631	>>	NC_000068.8	136623890	60	ERR2680377.451415	Chimeric
NC_000072.7	30202873	<<	NC_000072.7	30233579	60	ERR2680377.451477	Pass
NC_000072.7	128325114	<>	NC_000081.7	34117395	60	ERR2680377.451479	Chimeric
NC_000072.7	5165074	<>	NC_000070.7	108904825	60	ERR2680377.451496	Chimeric
NC_000077.7	77231974	>>	NC_000077.7	77229923	60	ERR2680377.451593	Pass
NC_000075.7	105362330	<>	NC_000075.7	105363157	40	ERR2680377.451604	Pass
NC_000074.7	114553001	<>	NC_000077.7	114559393	41	ERR2680377.451666	Chimeric
NC_005089.1	225	<<	NC_000079.7	109377229	60	ERR2680377.451679	Chimeric
NC_000071.7	123110092	<<	NC_000071.7	123110972	60	ERR2680377.451781	Pass
NC_000072.7	54484287	><	NC_000072.7	54484034	60	ERR2680377.451830	Pass
NC_000071.7	104237536	><	NC_000071.7	104234988	60	ERR2680377.451978	Pass
NC_000079.7	14212450	<<	NC_000079.7	14249609	60	ERR2680377.452173	Pass
NC_000076.7	108846804	><	NC_000076.7	108333960	60	ERR2680377.452316	Pass
NC_000068.8	80336605	<>	NC_000068.8	80343018	60	ERR2680377.452370	Pass
NC_000071.7	20159774	>>	NC_000071.7	122461222	60	ERR2680377.452818	Chimeric
NC_000076.7	78106654	><	NC_000076.7	78106521	60	ERR2680377.452946	Foldback
NC_000083.7	21177258	>>	NC_000068.8	151338519	60	ERR2680377.452971	Chimeric
NC_000083.7	91302908	>>	NC_000083.7	91299544	60	ERR2680377.453004	Pass
NC_000079.7	70970502	><	NC_000085.7	32157626	18	ERR2680377.453113	Chimeric
NC_000069.7	33867258	>>	NC_000069.7	33866596	60	ERR2680377.453307	Pass
NC_000076.7	73118577	<<	NC_000076.7	73119440	16	ERR2680377.453355	Pass
NC_000075.7	69996355	><	NC_000075.7	69996238	60	ERR2680377.453419	Foldback
NC_000079.7	107988359	<<	NC_000079.7	107989752	44	ERR2680377.453630	Pass
NC_000072.7	66852615	><	NC_000072.7	45221752	35	ERR2680377.453726	Chimeric
NC_000073.7	18870228	<>	NC_000073.7	18870434	60	ERR2680377.453823	Pass
NC_000070.7	57717555	>>	NC_000070.7	57717145	60	ERR2680377.453859	Pass
NC_000080.7	21067494	>>	NC_000076.7	81259106	60	ERR2680377.453879	Chimeric
NC_000080.7	55754583	>>	NC_000080.7	55754523	60	ERR2680377.453886	Pass
NC_000083.7	15165018	<>	NC_000083.7	15164887	60	ERR2680377.454221	Foldback
NC_000081.7	98848685	><	NC_000069.7	29394626	60	ERR2680377.454554	Chimeric
NC_000084.7	20798474	<>	NC_000084.7	20798469	60	ERR2680377.454637	Foldback
NC_000071.7	134650272	<>	NC_000071.7	134650338	60	ERR2680377.454663	Foldback
NC_000075.7	107924110	><	NC_000075.7	107924041	60	ERR2680377.454720	Foldback
NC_000079.7	83747285	<<	NC_000079.7	83749206	60	ERR2680377.454753	Pass
NC_000067.7	147656081	<>	NC_000067.7	174646099	27	ERR2680377.455173	Chimeric
NC_000069.7	136611057	<<	NC_000069.7	136641563	12	ERR2680377.455505	Pass
NC_000072.7	145164657	>>	NC_000071.7	122543984	60	ERR2680377.455559	Chimeric
NC_000076.7	17273570	<>	NC_005089.1	1535	10	ERR2680377.455638	Chimeric
NC_000078.7	41528264	<>	NC_000069.7	152094347	60	ERR2680377.455723	Chimeric
NC_000075.7	57413608	<<	NC_000070.7	42980271	60	ERR2680377.455867	Chimeric
NC_000068.8	136623918	<>	NC_000068.8	136615818	60	ERR2680377.455964	Pass
NC_000079.7	32166576	><	NC_000083.7	32038729	60	ERR2680377.456049	Chimeric
NC_000080.7	68324107	<<	NC_000068.8	104501002	60	ERR2680377.456180	Chimeric
NC_000086.8	18921246	<<	NC_000073.7	15656248	60	ERR2680377.456323	Chimeric
NC_000079.7	108996606	<<	NC_000079.7	108586604	53	ERR2680377.456352	Pass
NC_000080.7	59474408	<<	NC_000068.8	154986025	60	ERR2680377.456399	Chimeric
NC_000081.7	80002330	<>	NC_000081.7	80002432	34	ERR2680377.456581	Foldback
NC_000080.7	124913921	<<	NC_000080.7	124373699	60	ERR2680377.457049	Pass
NC_000083.7	91302908	>>	NC_000083.7	91299539	60	ERR2680377.457063	Pass
NC_000073.7	83301764	><	NC_000073.7	83301840	48	ERR2680377.457450	Foldback
NC_000077.7	115388468	>>	NC_000075.7	47476338	60	ERR2680377.457546	Chimeric
NC_000068.8	136623905	<<	NC_000070.7	36615663	60	ERR2680377.457556	Chimeric
NC_000084.7	53326992	>>	NC_000077.7	4843852	60	ERR2680377.458018	Chimeric
NC_000067.7	172101217	><	NC_000068.8	112197863	60	ERR2680377.458053	Chimeric
NC_000069.7	145630150	<>	NC_000069.7	145630177	60	ERR2680377.458063	Foldback
NC_000082.7	67346105	><	NC_000079.7	42883511	60	ERR2680377.458155	Chimeric
NC_000084.7	24662034	>>	NC_000085.7	5852157	60	ERR2680377.458318	Chimeric
NC_000072.7	30782973	<<	NC_000067.7	173162402	60	ERR2680377.458448	Chimeric
NC_000071.7	113932021	><	NC_000071.7	113932426	60	ERR2680377.458458	Pass
NC_000083.7	45853966	><	NC_000083.7	45882651	60	ERR2680377.458614	Pass
NC_000067.7	181001367	><	NC_000077.7	3659423	60	ERR2680377.458685	Chimeric
NC_000080.7	26304327	>>	NC_000076.7	70131326	60	ERR2680377.458724	Chimeric
NC_000073.7	90093832	<>	NC_000073.7	41297687	60	ERR2680377.458875	Chimeric
NC_000083.7	8841091	<>	NC_000083.7	8843853	60	ERR2680377.458940	Pass
NC_000080.7	14548689	><	NC_000080.7	14548397	13	ERR2680377.458967	Pass
NC_000083.7	8843848	<>	NC_000083.7	8841091	60	ERR2680377.458982	Pass
NC_000079.7	100787891	<>	NC_000069.7	107591615	60	ERR2680377.458991	Chimeric
NC_000069.7	107591915	><	NC_000069.7	107592448	60	ERR2680377.458991	Pass
NC_000072.7	119829128	<<	NC_000072.7	119830133	60	ERR2680377.459035	Pass
NC_000069.7	32210189	<<	NC_000069.7	31957076	60	ERR2680377.459099	Pass
NC_000074.7	70495315	><	NC_000074.7	70495284	60	ERR2680377.459134	Foldback
NC_000070.7	126638087	><	NC_000070.7	126638056	60	ERR2680377.459355	Foldback
NC_000077.7	104122344	<<	NC_000078.7	8548505	60	ERR2680377.459370	Chimeric
NC_000080.7	8854784	<>	NC_000080.7	8854385	60	ERR2680377.459376	Pass
NC_000076.7	18222212	<<	NC_000076.7	18222696	60	ERR2680377.459541	Pass
NC_000068.8	174172109	<<	NC_000081.7	76132667	60	ERR2680377.459691	Chimeric
NC_000084.7	32554992	<>	NC_000084.7	32557951	60	ERR2680377.459832	Pass
NC_000068.8	29970169	<>	NC_000068.8	29970224	60	ERR2680377.459928	Foldback
NC_000069.7	90202892	<<	NC_000069.7	90203717	60	ERR2680377.460003	Pass
NC_000073.7	122232027	<>	NC_000073.7	122232529	60	ERR2680377.460126	Pass
NC_000073.7	60560603	><	NC_000073.7	60559632	60	ERR2680377.460408	Pass
NC_000082.7	74104141	>>	NC_000082.7	74099904	60	ERR2680377.460409	Pass
NC_000079.7	54738025	<<	NC_000070.7	150714136	60	ERR2680377.460702	Chimeric
NC_000076.7	75696117	>>	NC_000079.7	119472065	34	ERR2680377.460740	Chimeric
NC_000068.8	132153255	<<	NC_000079.7	8285067	60	ERR2680377.460944	Chimeric
NC_000082.7	96268919	<>	NC_000081.7	34576314	60	ERR2680377.461109	Chimeric
NC_000077.7	97657382	><	NC_000085.7	9962457	60	ERR2680377.461196	Chimeric
NC_000078.7	16955360	>>	NC_000083.7	13139875	60	ERR2680377.461358	Chimeric
NC_000084.7	42874260	>>	NC_000084.7	43192226	60	ERR2680377.461396	Pass
NC_000070.7	138618796	>>	NC_000080.7	29149464	60	ERR2680377.461468	Chimeric
NC_000069.7	79512963	><	NC_000082.7	81083034	60	ERR2680377.461473	Chimeric
NC_000077.7	14752456	>>	NC_000077.7	14750224	60	ERR2680377.461735	Pass
NC_000069.7	88135453	<>	NC_000069.7	88135729	60	ERR2680377.461746	Pass
NC_000072.7	71557893	><	NC_000072.7	71551210	46	ERR2680377.461787	Pass
NC_000067.7	132367680	<<	NC_000067.7	132368613	60	ERR2680377.461876	Pass
NC_000076.7	117525324	><	NC_000082.7	33837098	60	ERR2680377.461959	Chimeric
NC_000071.7	124801121	<<	NC_000076.7	69957469	60	ERR2680377.462033	Chimeric
NC_000070.7	58805580	><	NC_000075.7	65235436	26	ERR2680377.462142	Chimeric
NC_000082.7	74074906	<<	NC_000082.7	74103951	60	ERR2680377.462167	Pass
NC_000073.7	45533145	>>	NC_000070.7	155888077	60	ERR2680377.462192	Chimeric
NC_000085.7	40280903	>>	NC_000076.7	49523934	46	ERR2680377.462261	Chimeric
NC_000076.7	57397957	<>	NC_000068.8	155439232	60	ERR2680377.462577	Chimeric
NC_000073.7	123002083	<>	NC_000073.7	123000759	60	ERR2680377.462590	Pass
NC_000068.8	25358196	><	NC_000068.8	25358875	60	ERR2680377.462650	Pass
NC_000076.7	34160563	<>	NC_000081.7	35930815	60	ERR2680377.462732	Chimeric
NC_000082.7	31592505	<>	NC_000076.7	37011166	45	ERR2680377.462736	Chimeric
NC_000082.7	4586038	><	NC_000082.7	4586889	60	ERR2680377.462943	Pass
NC_000083.7	23998930	><	NC_000083.7	23998827	60	ERR2680377.463054	Foldback
NC_000079.7	30893540	<>	NC_000079.7	30841734	17	ERR2680377.463058	Pass
NC_000082.7	41709277	<<	NC_000082.7	41353895	60	ERR2680377.463084	Pass
NC_000077.7	77480640	>>	NC_000077.7	77478121	60	ERR2680377.463086	Pass
NC_000067.7	135224365	<>	NC_000067.7	135224364	34	ERR2680377.463117	Foldback
NC_000075.7	58497676	<<	NC_000073.7	27981213	60	ERR2680377.463225	Chimeric
NC_000073.7	134287093	<<	NC_000071.7	37325369	60	ERR2680377.463396	Chimeric
NC_000075.7	45040355	<>	NC_000075.7	45040617	60	ERR2680377.463490	Pass
NC_000067.7	58445331	<>	NC_005089.1	1590	60	ERR2680377.463800	Chimeric
NC_000078.7	112477243	><	NC_000078.7	112477239	60	ERR2680377.463804	Foldback
NC_000070.7	103476942	>>	NC_000070.7	104019075	60	ERR2680377.463890	Pass
NC_000068.8	28120035	<>	NC_000086.8	135145927	59	ERR2680377.463920	Chimeric
NC_000086.8	22125259	>>	NC_000079.7	48416577	60	ERR2680377.464026	Chimeric
NC_000083.7	17261538	<>	NC_000083.7	17260799	60	ERR2680377.464240	Pass
NC_000069.7	96166200	><	NC_000069.7	96169900	60	ERR2680377.464394	Pass
NC_000073.7	142606524	<>	NC_000068.8	23087395	60	ERR2680377.464985	Chimeric
NC_000075.7	108173261	<>	NC_005089.1	14517	60	ERR2680377.465043	Chimeric
NC_000077.7	119175859	<>	NC_000077.7	119175404	60	ERR2680377.465082	Pass
NC_000077.7	37631652	<<	NC_000077.7	37634624	60	ERR2680377.465192	Pass
NC_000069.7	156267991	>>	NC_000069.7	156565071	60	ERR2680377.465310	Pass
NC_000085.7	22425824	>>	NC_000085.7	22674783	60	ERR2680377.465421	Pass
NC_000084.7	61855431	>>	NC_000084.7	61852492	60	ERR2680377.465476	Pass
NC_000084.7	80264826	<>	NC_000084.7	80248364	60	ERR2680377.465491	Pass
NC_000068.8	119437198	<>	NC_000071.7	49464918	60	ERR2680377.465873	Chimeric
NC_000073.7	4134314	<>	NC_000073.7	4136344	60	ERR2680377.465947	Pass
NC_000082.7	28571592	<<	NC_000082.7	28217142	60	ERR2680377.466157	Pass
NC_000080.7	124278754	><	NC_000080.7	124278787	60	ERR2680377.466161	Foldback
NC_000074.7	94695197	<>	NC_000074.7	94695275	60	ERR2680377.466164	Foldback
NC_000075.7	40278517	>>	NC_000071.7	122500307	60	ERR2680377.466217	Chimeric
NC_000081.7	8190125	<>	NC_000081.7	8189590	60	ERR2680377.466266	Pass
NC_000078.7	100175732	<<	NC_000067.7	55181012	60	ERR2680377.466283	Chimeric
NC_000072.7	29911287	<<	NC_000077.7	21508511	60	ERR2680377.466373	Chimeric
NC_000086.8	17422097	><	NC_000074.7	89754492	33	ERR2680377.466508	Chimeric
NC_000075.7	107716653	><	NC_000075.7	107716842	60	ERR2680377.466622	Foldback
NC_000073.7	61405363	<<	NC_000075.7	35153621	60	ERR2680377.466785	Chimeric
NC_000069.7	108729204	><	NC_000069.7	108701013	60	ERR2680377.466857	Pass
NC_000073.7	126474251	><	NC_000073.7	126471515	60	ERR2680377.466953	Pass
NC_000086.8	135984097	<<	NC_000086.8	135989138	51	ERR2680377.467128	Pass
NC_000068.8	180831728	<<	NC_000082.7	72574185	60	ERR2680377.467398	Chimeric
NC_000071.7	49681980	<<	NC_000071.7	48667103	60	ERR2680377.467778	Chimeric
NC_000083.7	30067608	>>	NC_000083.7	30063693	60	ERR2680377.467864	Pass
NC_000068.8	65861077	<>	NC_005089.1	6325	60	ERR2680377.467903	Chimeric
NC_000080.7	27763673	>>	NC_000072.7	129518849	60	ERR2680377.467992	Chimeric
NC_000077.7	106931312	><	NC_000077.7	107014208	19	ERR2680377.468061	Pass
NC_000082.7	42912224	<>	NC_000068.8	136623887	60	ERR2680377.468062	Chimeric
NC_000067.7	165711594	>>	NC_000085.7	18913035	60	ERR2680377.468123	Chimeric
NC_000080.7	109099172	<<	NC_000073.7	15656233	60	ERR2680377.468151	Chimeric
NC_000075.7	52757082	>>	NC_000080.7	64447885	20	ERR2680377.468183	Chimeric
NC_000070.7	108385635	>>	NC_000070.7	108384878	60	ERR2680377.468575	Pass
NC_000077.7	84708631	>>	NC_000077.7	84707490	60	ERR2680377.468595	Pass
NC_000079.7	6631405	<<	NC_000071.7	65567773	60	ERR2680377.469013	Chimeric
NC_000070.7	130409175	>>	NC_000070.7	130403443	60	ERR2680377.469202	Pass
NC_000083.7	26874635	<>	NC_000083.7	26874941	60	ERR2680377.469253	Pass
NC_000068.8	181170316	<<	NC_000076.7	58197981	60	ERR2680377.469312	Chimeric
NC_000074.7	59208441	<<	NC_000074.7	59210156	60	ERR2680377.469374	Pass
NC_000071.7	69268110	>>	NC_000071.7	69497673	60	ERR2680377.469646	Pass
NC_000071.7	20400016	<<	NC_000071.7	20113012	60	ERR2680377.469657	Pass
NC_000071.7	117707043	<<	NC_000071.7	117711100	60	ERR2680377.469723	Pass
NC_000070.7	119775269	>>	NC_000070.7	119771571	60	ERR2680377.469739	Pass
NC_000083.7	81682794	><	NC_000067.7	86737876	60	ERR2680377.469800	Chimeric
NC_000080.7	124913921	<<	NC_000080.7	124373705	60	ERR2680377.469908	Pass
NC_000067.7	85823855	<<	NC_000067.7	85827374	60	ERR2680377.469994	Pass
NC_000067.7	21583320	>>	NC_000085.7	28943492	28	ERR2680377.470221	Chimeric
NC_000077.7	120509419	><	NC_000077.7	120515521	60	ERR2680377.470314	Pass
NC_000082.7	58554015	><	NC_000082.7	52273024	60	ERR2680377.470346	Chimeric
NC_000083.7	86962785	<>	NC_000083.7	86964378	60	ERR2680377.470393	Pass
NC_000073.7	30324009	>>	NC_000078.7	109532641	58	ERR2680377.470920	Chimeric
NC_000082.7	22689326	<>	NC_000082.7	22689779	60	ERR2680377.470921	Pass
NC_000070.7	99844262	<>	NC_000070.7	99844152	60	ERR2680377.470941	Foldback
NC_000086.8	134967785	><	NC_000067.7	189612907	46	ERR2680377.471072	Chimeric
NC_000074.7	9256757	><	NC_000074.7	9283087	60	ERR2680377.471233	Pass
NC_000075.7	62788864	<<	NC_000075.7	62789114	60	ERR2680377.471282	Pass
NC_000068.8	140294606	>>	NC_000068.8	140666970	60	ERR2680377.471334	Pass
NC_000080.7	60480912	<<	NC_000080.7	60487392	60	ERR2680377.471404	Pass
NC_000076.7	72510566	<<	NC_000073.7	27331917	60	ERR2680377.471520	Chimeric
NC_000077.7	66328313	>>	NC_000080.7	124694311	60	ERR2680377.471533	Chimeric
NC_000073.7	100907218	<>	NC_000073.7	100906407	60	ERR2680377.471567	Pass
NC_000078.7	11375458	><	NC_000078.7	11376207	60	ERR2680377.471843	Pass
NC_000072.7	118836782	<>	NC_000068.8	148538652	60	ERR2680377.471928	Chimeric
NC_000080.7	124450879	>>	NC_000080.7	124913922	60	ERR2680377.471956	Pass
NC_000080.7	67040312	<>	NC_000080.7	67041491	60	ERR2680377.472047	Pass
NC_000067.7	188726254	<<	NC_000067.7	188732337	60	ERR2680377.472230	Pass
NC_000067.7	188730659	<<	NC_000067.7	188732337	60	ERR2680377.472230	Pass
NC_000067.7	172201426	<>	NC_000067.7	172201289	60	ERR2680377.472287	Foldback
NC_000082.7	17509777	<<	NC_000071.7	135939388	60	ERR2680377.472446	Chimeric
NC_000072.7	13661514	><	NC_000072.7	13661280	44	ERR2680377.472822	Pass
NC_000067.7	124270105	>>	NC_000067.7	124268632	13	ERR2680377.472926	Pass
NC_000069.7	14952928	<>	NC_000069.7	14965272	30	ERR2680377.472934	Pass
NC_000080.7	124913921	<<	NC_000080.7	124373705	60	ERR2680377.473118	Pass
NC_000069.7	157653103	><	NC_000069.7	157652949	44	ERR2680377.473256	Foldback
NC_000073.7	43101781	<>	NC_000067.7	143670012	60	ERR2680377.473275	Chimeric
NC_000073.7	30139404	><	NC_000073.7	30136312	60	ERR2680377.473360	Pass
NC_000072.7	45296191	<>	NC_000075.7	9933621	60	ERR2680377.473371	Chimeric
NC_000069.7	13842135	>>	NC_000069.7	14172277	60	ERR2680377.473454	Pass
NC_000082.7	41709275	<<	NC_000082.7	41353895	60	ERR2680377.473525	Pass
NC_000068.8	148536693	>>	NC_000068.8	148535904	36	ERR2680377.473555	Pass
NC_000076.7	80703496	<>	NC_000076.7	80703879	60	ERR2680377.473570	Pass
NC_000078.7	84305700	>>	NC_000082.7	91723754	14	ERR2680377.473660	Chimeric
NC_000077.7	115478501	<>	NC_000077.7	115482512	60	ERR2680377.473664	Pass
NC_000068.8	90968571	><	NC_000076.7	13083727	60	ERR2680377.473844	Chimeric
NC_000072.7	116150592	<<	NC_000069.7	137571884	16	ERR2680377.473850	Chimeric
NC_000080.7	65430496	>>	NC_000086.8	132986432	60	ERR2680377.473916	Chimeric
NC_000073.7	26891034	<>	NC_000078.7	88055871	60	ERR2680377.474056	Chimeric
NC_000075.7	44322828	>>	NC_000077.7	115456313	11	ERR2680377.474072	Chimeric
NC_000067.7	59914943	>>	NC_000082.7	38064899	60	ERR2680377.474171	Chimeric
NC_000075.7	65583878	<>	NC_000075.7	65583975	29	ERR2680377.474314	Foldback
NC_000073.7	28521690	>>	NC_000073.7	28519615	60	ERR2680377.474326	Pass
NC_000077.7	88615279	<<	NC_000071.7	129205636	12	ERR2680377.474359	Chimeric
NC_000077.7	120469690	><	NC_000077.7	120469444	60	ERR2680377.474464	Pass
NC_000084.7	82603210	<>	NC_000084.7	82603455	60	ERR2680377.474823	Pass
NC_000085.7	5477321	>>	NC_000072.7	102140273	60	ERR2680377.474854	Chimeric
NC_000071.7	69497673	<<	NC_000071.7	69268138	60	ERR2680377.474941	Pass
NC_000077.7	50104690	<<	NC_000077.7	50104941	36	ERR2680377.475060	Pass
NC_000074.7	112745597	<<	NC_000082.7	6899168	60	ERR2680377.475109	Chimeric
NC_000067.7	8678593	<<	NC_000086.8	155585983	14	ERR2680377.475255	Chimeric
NC_000071.7	38263262	<<	NC_000071.7	38264517	60	ERR2680377.475298	Pass
NC_000074.7	71918090	<>	NC_000074.7	71918129	12	ERR2680377.475305	Foldback
NC_000081.7	81525810	<<	NC_000081.7	81526224	60	ERR2680377.475476	Pass
NC_000076.7	80880680	><	NC_000076.7	80880605	60	ERR2680377.475503	Foldback
NC_000068.8	6565179	><	NC_000084.7	42347852	20	ERR2680377.475508	Chimeric
NC_000075.7	107422686	<>	NC_000075.7	107422182	60	ERR2680377.475599	Pass
NC_000076.7	67968328	<<	NC_000076.7	67986544	60	ERR2680377.476012	Pass
NC_000080.7	122625442	><	NC_000080.7	122625452	60	ERR2680377.476108	Foldback
NC_000071.7	124507512	<>	NC_000071.7	124507767	60	ERR2680377.476122	Pass
NC_000076.7	97803350	>>	NC_000076.7	98066315	60	ERR2680377.476152	Pass
NC_000072.7	96500289	<<	NC_000072.7	96092747	60	ERR2680377.476218	Pass
NC_000074.7	126751970	<>	NC_000074.7	126756402	60	ERR2680377.476239	Pass
NC_000071.7	92108313	><	NC_000070.7	85320103	60	ERR2680377.476240	Chimeric
NC_000067.7	150237556	>>	NC_000079.7	17913755	60	ERR2680377.476294	Chimeric
NC_000077.7	78217085	<>	NC_000081.7	57735276	60	ERR2680377.476378	Chimeric
NC_000080.7	10654964	<<	NC_000080.7	10657914	60	ERR2680377.476425	Pass
NC_000073.7	126627324	>>	NC_000078.7	72840963	60	ERR2680377.476443	Chimeric
NC_000073.7	59605635	>>	NC_000073.7	59604411	60	ERR2680377.476461	Pass
NC_000083.7	45985044	<>	NC_000083.7	45985076	60	ERR2680377.476631	Foldback
NC_000075.7	40922396	<<	NC_000068.8	25359758	60	ERR2680377.476781	Chimeric
NC_000068.8	156562937	<>	NC_000068.8	156588015	60	ERR2680377.476791	Pass
NC_000085.7	7192649	<>	NC_000074.7	123969274	60	ERR2680377.476922	Chimeric
NC_000080.7	47727241	<>	NC_000086.8	166859652	60	ERR2680377.477203	Chimeric
NC_000075.7	29090552	>>	NC_000075.7	29874139	60	ERR2680377.477243	Pass
NC_000071.7	142957891	><	NC_000071.7	142957742	60	ERR2680377.477299	Foldback
NC_000067.7	134129834	><	NC_000073.7	59127001	60	ERR2680377.477655	Chimeric
NC_000069.7	68253736	<>	NC_000069.7	68283910	38	ERR2680377.477762	Pass
NC_000070.7	115633829	>>	NC_000085.7	7192526	35	ERR2680377.477763	Chimeric
NC_000083.7	47196776	>>	NC_000074.7	70546238	60	ERR2680377.477777	Chimeric
NC_000067.7	159565094	<<	NC_000067.7	159351790	60	ERR2680377.477925	Pass
NC_000069.7	87766061	<<	NC_000069.7	87779566	60	ERR2680377.478215	Pass
